view,frame,timestamp,image,track_id,class_id,class_name,score,x1,y1,x2,y2,filtered_x1,filtered_y1,filtered_x2,filtered_y2,association_status,source_detection_index,raw_label,mask_path,mask_score,cx,cy,depth_median,depth_weighted_mean,depth_iqr,conf_mean,x_cam,y_cam,z_cam,depth_source,depth_source_image_width,depth_source_image_height,depth_source_image_size_source
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,-1,2,car,0.463013,1212.0,587.0,1238.0,610.0,1212.0,587.0,1238.0,610.0,unassigned,8,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_008_track_-1_VEHICLE_CAR.png,0.8832637071609497,1225.0,598.5,60.24803161621094,58.922935485839844,7.160663604736328,1.0,8.178208513937294,-1.1970436567503806,60.24803161621094,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,-1,0,bicycle,0.398929,401.0,559.0,513.0,637.0,401.0,559.0,513.0,637.0,unassigned,9,BICYCLE,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_009_track_-1_BICYCLE.png,0.8731644153594971,457.0,598.0,22.372943878173828,23.05187225341797,3.9202346801757812,1.012894868850708,-5.782096274588534,-0.4502605003233783,22.372943878173828,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,-1,0,bicycle,0.317818,469.0,562.0,514.0,635.0,469.0,562.0,514.0,635.0,unassigned,10,BICYCLE,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_010_track_-1_BICYCLE.png,0.9076559543609619,491.5,598.5,24.46017837524414,24.3520450592041,1.8466014862060547,1.004205584526062,-5.8883962035591315,-0.48598934407660355,24.46017837524414,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,2000000,2,car,0.879585,907.0,588.0,933.0,607.0,907.8668823242188,588.3834228515625,933.9990844726562,607.515625,matched,0,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_000_track_-1_VEHICLE_CAR.png,0.9305895566940308,920.0,597.5,77.08149719238281,74.41674041748047,8.751167297363281,1.0,-1.6034501012911249,-1.5710638043489438,77.08149719238281,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,2000001,2,car,0.637609,1241.0,574.0,1295.0,614.0,1242.528076171875,574.3834228515625,1296.6602783203125,614.515625,matched,4,VEHICLE_SUV,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_004_track_-1_VEHICLE_SUV.png,0.9265997409820557,1268.0,594.0,51.690826416015625,52.372283935546875,6.165992736816406,1.0000005960464478,8.157459672236941,-1.146412809998926,51.690826416015625,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,2000002,2,car,0.530248,991.0,583.0,1016.0,604.0,992.2635498046875,583.515625,1016.9990844726562,604.515625,matched,7,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_007_track_-1_VEHICLE_CAR.png,0.9060226678848267,1003.5,593.5,58.249603271484375,56.9453239440918,4.779483795166016,1.0,1.2847073596266456,-1.3068236966198516,58.249603271484375,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,3000000,3,motorcycle,0.69651,1356.0,570.0,1451.0,620.0,1355.9412841796875,570.3834228515625,1451.073486328125,620.3834228515625,matched,3,VEHICLE_TRIKE,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_003_track_-1_VEHICLE_TRIKE.png,0.9069525003433228,1403.5,595.0,44.18844985961914,45.510841369628906,8.07196044921875,1.0000001192092896,10.046653797209332,-0.9573429494745032,44.18844985961914,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,4000000,4,person,0.859527,339.0,496.0,383.0,650.0,336.2966003417969,496.11895751953125,381.22222900390625,650.7800903320312,matched,1,PEDESTRIAN_NORMAL,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_001_track_-1_PEDESTRIAN_NORMAL.png,0.9143984317779541,361.0,573.0,20.275657653808594,23.571578979492188,5.500640869140625,1.015836477279663,-6.239112521600957,-0.6682193230700613,20.275657653808594,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,5000000,5,truck,0.812364,1006.0,513.0,1111.0,614.0,1006.9990844726562,513.515625,1111.47021484375,614.515625,matched,2,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_002_track_-1_VEHICLE_TRUCK.png,0.9406988620758057,1058.5,563.5,40.792694091796875,42.26460266113281,2.339611053466797,1.0,2.05124105929026,-1.5432977116446807,40.792694091796875,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,5000001,5,truck,0.554967,1170.0,557.0,1213.0,601.0,1170.8668212890625,557.3834228515625,1213.9991455078125,601.6478881835938,matched,5,VEHICLE_TRUCK_SMALL,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_005_track_-1_VEHICLE_TRUCK_SMALL.png,0.8873370885848999,1191.5,579.0,64.06155395507812,63.15179443359375,1.2602043151855469,1.0,7.594376808924357,-1.9139777167011052,64.06155395507812,da3_bbox_median,1920.0,1280.0,image_root
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,5000002,5,truck,0.544133,952.0,563.0,988.0,607.0,952.8668823242188,563.3834228515625,988.8668823242188,607.3834228515625,matched,6,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_006_track_-1_VEHICLE_TRUCK.png,0.9048352837562561,970.0,585.0,55.359413146972656,56.387977600097656,3.0748062133789062,1.0,0.26910195005699766,-1.4834997223294246,55.359413146972656,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,-1,0,bicycle,0.478357,415.0,558.0,526.0,633.0,415.0,558.0,526.0,633.0,unassigned,9,BICYCLE,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_009_track_-1_BICYCLE.png,0.8751733303070068,470.5,595.5,24.692466735839844,25.163969039916992,4.723791122436523,1.0802861452102661,-6.2104627489197295,-0.5286255646515957,24.692466735839844,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,-1,2,car,0.339887,918.0,582.0,943.0,602.0,918.0,582.0,943.0,602.0,unassigned,10,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_010_track_-1_VEHICLE_CAR.png,0.9199157953262329,930.5,592.0,83.02944946289062,80.84178924560547,8.481986999511719,1.0,-1.2797145352819443,-1.9266804900007617,83.02944946289062,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,2000000,2,car,0.869271,907.0,585.0,933.0,604.0,907.1444702148438,585.728759765625,933.12890625,604.7134399414062,matched,0,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_000_track_-1_VEHICLE_CAR.png,0.9306269884109497,920.0,594.5,84.49240112304688,81.77306365966797,9.325546264648438,1.0,-1.757611801454058,-1.8522115119851605,84.49240112304688,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,2000001,2,car,0.720141,1238.0,572.0,1292.0,611.0,1238.7138671875,572.5416259765625,1292.6978759765625,611.7391967773438,matched,4,VEHICLE_SUV,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_004_track_-1_VEHICLE_SUV.png,0.9358380436897278,1265.0,591.5,55.651058197021484,56.08397674560547,4.314506530761719,1.0,8.696743425214914,-1.3056525532978789,55.651058197021484,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,2000002,2,car,0.643412,992.0,581.0,1018.0,602.0,991.8693237304688,581.54296875,1017.6611328125,602.54296875,matched,6,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_006_track_-1_VEHICLE_CAR.png,0.9063795804977417,1005.0,591.5,63.703338623046875,61.55043029785156,12.343250274658203,1.0,1.4540352276823838,-1.494570443428372,63.703338623046875,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,2000003,2,car,0.555941,1208.0,584.0,1237.0,608.0,1208.0,584.0,1237.0,608.0,tentative,8,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_008_track_-1_VEHICLE_CAR.png,0.8934856653213501,1222.5,596.0,60.00468444824219,57.98790740966797,9.078987121582031,1.0000007152557373,8.068180967710715,-1.2692037240979348,60.00468444824219,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,3000000,3,motorcycle,0.737571,1365.0,567.0,1463.0,618.0,1363.3057861328125,567.7798461914062,1460.63720703125,618.5593872070312,matched,3,VEHICLE_TRIKE,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_003_track_-1_VEHICLE_TRIKE.png,0.9005527496337891,1414.0,592.5,50.84488296508789,49.70168685913086,12.144058227539062,1.0000137090682983,11.834070431788644,-1.1667962309424933,50.84488296508789,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,4000000,4,person,0.827456,362.0,497.0,405.0,645.0,358.3465576171875,496.9336853027344,401.43280029296875,646.1234741210938,matched,1,PEDESTRIAN_NORMAL,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_001_track_-1_PEDESTRIAN_NORMAL.png,0.9351168870925903,383.5,571.0,22.441421508789062,25.731107711791992,7.141408920288086,1.0746616125106812,-6.646387854927858,-0.7626323868847911,22.441421508789062,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,5000000,5,truck,0.822501,1008.0,510.0,1114.0,612.0,1007.6790771484375,510.763427734375,1113.516357421875,612.54296875,matched,2,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_002_track_-1_VEHICLE_TRUCK.png,0.9419605731964111,1061.0,561.0,43.06459045410156,44.81627655029297,2.5882797241210938,1.0000003576278687,2.220740623706408,-1.6845080279622355,43.06459045410156,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,5000001,5,truck,0.580261,1167.0,554.0,1212.0,599.0,1167.7891845703125,554.7354736328125,1212.3453369140625,599.4966430664062,matched,7,VEHICLE_TRUCK_SMALL,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_007_track_-1_VEHICLE_TRUCK_SMALL.png,0.890125036239624,1189.5,576.5,66.25724792480469,65.82711029052734,1.3819656372070312,1.0,7.786657791924133,-2.0645968436236473,66.25724792480469,da3_bbox_median,1920.0,1280.0,image_root
rear,2,1772699910413297000,data\camera\rear_camera\1772699910413297000.jpg,5000002,5,truck,0.658731,953.0,561.0,987.0,605.0,952.931396484375,561.5593872070312,987.3722534179688,605.5593872070312,matched,5,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000002_gt2d_005_track_-1_VEHICLE_TRUCK.png,0.916124701499939,970.0,583.0,63.909324645996094,64.91973114013672,2.7797470092773438,1.0,0.3106630455674145,-1.7782210980881588,63.909324645996094,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,-1,3,motorcycle,0.445429,433.0,555.0,539.0,632.0,433.0,555.0,539.0,632.0,unassigned,9,MOTOR,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_009_track_-1_MOTOR.png,0.8480927348136902,486.0,593.5,26.653091430664062,27.213396072387695,3.726285934448242,1.063953161239624,-6.491544734572509,-0.5979592909402438,26.653091430664062,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,-1,0,bicycle,0.442208,498.0,558.0,539.0,631.0,498.0,558.0,539.0,631.0,unassigned,10,BICYCLE,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_010_track_-1_BICYCLE.png,0.8685410022735596,518.5,594.5,29.05278778076172,28.694976806640625,1.8681659698486328,1.0200271606445312,-6.591379133611579,-0.6368845868686108,29.05278778076172,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,-1,2,car,0.338964,917.0,582.0,944.0,602.0,917.0,582.0,944.0,602.0,unassigned,11,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_011_track_-1_VEHICLE_CAR.png,0.9278420209884644,930.5,592.0,82.18244934082031,80.8137435913086,8.985687255859375,1.0,-1.2666599097892943,-1.9070260346144172,82.18244934082031,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,-1,2,car,0.321048,912.0,585.0,941.0,603.0,912.0,585.0,941.0,603.0,unassigned,12,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_012_track_-1_VEHICLE_CAR.png,0.9331514835357666,926.5,594.0,83.17652893066406,81.23043823242188,8.678421020507812,1.0,-1.452746229409019,-1.844711041954155,83.17652893066406,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,2000000,2,car,0.871932,909.0,585.0,935.0,604.0,909.6373901367188,585.3199462890625,935.5919189453125,604.2750244140625,matched,0,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_000_track_-1_VEHICLE_CAR.png,0.936302900314331,922.0,594.5,83.32988739013672,81.38836669921875,8.4918212890625,1.0,-1.6478893577798692,-1.8267273111538778,83.32988739013672,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,2000001,2,car,0.672944,1234.0,573.0,1287.0,611.0,1235.7398681640625,573.128173828125,1288.9271240234375,611.2824096679688,matched,4,VEHICLE_SUV,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_004_track_-1_VEHICLE_SUV.png,0.9342516660690308,1260.5,592.0,59.41905975341797,59.414886474609375,6.40704345703125,1.000000238418579,9.148340898138782,-1.3788064825392647,59.41905975341797,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,2000002,2,car,0.705096,993.0,581.0,1019.0,602.0,993.857177734375,581.3330078125,1019.9779663085938,602.3330078125,matched,3,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_003_track_-1_VEHICLE_CAR.png,0.917899489402771,1006.0,591.5,69.89144897460938,66.10375213623047,10.913223266601562,1.0,1.6311519757348663,-1.6397522664226927,69.89144897460938,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,2000003,2,car,0.490052,1207.0,583.0,1235.0,607.0,1208.4412841796875,583.692626953125,1236.641357421875,607.692626953125,matched,8,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_008_track_-1_VEHICLE_CAR.png,0.8932546377182007,1221.0,595.0,64.23648071289062,63.00847244262695,5.917240142822266,1.0000001192092896,8.587729806004932,-1.391683621057233,64.23648071289062,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,3000000,3,motorcycle,0.509643,1373.0,567.0,1456.0,610.0,1372.788818359375,567.3653564453125,1459.4903564453125,612.33349609375,matched,7,VEHICLE_TRIKE,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_007_track_-1_VEHICLE_TRIKE.png,0.8742705583572388,1414.5,588.5,56.22795867919922,54.442684173583984,13.167613983154297,1.0000040531158447,13.101403034893462,-1.4057661662362424,56.22795867919922,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,4000000,4,person,0.835142,383.0,501.0,428.0,642.0,381.5953063964844,500.6311340332031,425.873291015625,642.7898559570312,matched,1,PEDESTRIAN_NORMAL,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_001_track_-1_PEDESTRIAN_NORMAL.png,0.9097965955734253,405.5,571.5,25.776649475097656,29.233261108398438,6.9826202392578125,1.031461477279663,-7.343106456729014,-0.8693592016633428,25.776649475097656,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,5000000,5,truck,0.814366,1010.0,511.0,1120.0,612.0,1010.6788330078125,511.0731201171875,1119.9110107421875,612.3373413085938,matched,2,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_002_track_-1_VEHICLE_TRUCK.png,0.9450979232788086,1065.0,561.5,46.019161224365234,48.15743637084961,2.7501564025878906,1.0000003576278687,2.467580162898846,-1.788268671998697,46.019161224365234,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,5000001,5,truck,0.611276,1169.0,555.0,1213.0,600.0,1169.6005859375,555.0984497070312,1213.85546875,600.0350952148438,matched,6,VEHICLE_TRUCK_SMALL,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_006_track_-1_VEHICLE_TRUCK_SMALL.png,0.8778214454650879,1191.0,577.5,67.81942749023438,67.66795349121094,1.0966262817382812,1.0,8.022461148319955,-2.07846584444926,67.81942749023438,da3_bbox_median,1920.0,1280.0,image_root
rear,3,1772699910513305000,data\camera\rear_camera\1772699910513305000.jpg,5000002,5,truck,0.646053,954.0,561.0,988.0,605.0,954.851318359375,561.380126953125,988.8067016601562,605.380126953125,matched,5,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000003_gt2d_005_track_-1_VEHICLE_TRUCK.png,0.9071149230003357,971.0,583.0,69.1986083984375,69.77332305908203,2.22314453125,1.0,0.37189112698337884,-1.925390795381392,69.1986083984375,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,-1,3,motorcycle,0.376613,1378.0,568.0,1429.0,611.0,1378.0,568.0,1429.0,611.0,unassigned,10,VEHICLE_TRIKE,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_010_track_-1_VEHICLE_TRIKE.png,0.8520622253417969,1403.5,589.5,41.613548278808594,44.4942626953125,12.50738525390625,1.0000165700912476,9.461226047956453,-1.0190298641991424,41.613548278808594,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,-1,2,car,0.371914,917.0,580.0,944.0,602.0,917.0,580.0,944.0,602.0,unassigned,11,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_011_track_-1_VEHICLE_CAR.png,0.9269320368766785,930.5,591.0,88.1763916015625,85.24065399169922,10.934898376464844,1.0,-1.359043215764854,-2.0913716016337296,88.1763916015625,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,2000000,2,car,0.864085,909.0,586.0,935.0,605.0,910.3986206054688,585.8934936523438,936.3538818359375,604.849365234375,matched,1,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_001_track_-1_VEHICLE_CAR.png,0.9365861415863037,922.0,595.5,86.38055419921875,84.01075744628906,12.376876831054688,1.0,-1.7082177888658518,-1.8492672168796458,86.38055419921875,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,2000001,2,car,0.580811,1230.0,573.0,1282.0,611.0,1231.8798828125,573.2417602539062,1284.080810546875,611.106689453125,matched,5,VEHICLE_SUV,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_005_track_-1_VEHICLE_SUV.png,0.919590950012207,1256.0,592.0,57.05998229980469,58.97869110107422,7.123996734619141,1.0,8.653340321536328,-1.3240645983803336,57.05998229980469,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,2000002,2,car,0.702945,993.0,581.0,1020.0,602.0,994.5078735351562,581.2110595703125,1021.4182739257812,602.2110595703125,matched,2,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_002_track_-1_VEHICLE_CAR.png,0.9186891317367554,1006.5,591.5,68.25479125976562,66.22342681884766,10.37087631225586,1.0,1.6104712968025756,-1.601353961098558,68.25479125976562,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,2000003,2,car,0.539533,1206.0,582.0,1236.0,608.0,1208.1259765625,582.9484252929688,1237.725830078125,608.4899291992188,matched,7,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_007_track_-1_VEHICLE_CAR.png,0.8900437355041504,1221.0,595.0,58.866233825683594,58.668701171875,9.169757843017578,1.0,7.869785286830514,-1.2753371999734915,58.866233825683594,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,3000000,3,motorcycle,0.394048,1378.0,567.0,1475.0,617.0,1379.0518798828125,567.148193359375,1473.0802001953125,615.6575927734375,matched,9,VEHICLE_TRIKE,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_009_track_-1_VEHICLE_TRIKE.png,0.8379250168800354,1426.5,592.0,41.34777069091797,44.76182556152344,22.524486541748047,1.000083565711975,9.88890879763139,-0.9594661124523312,41.34777069091797,da3_bbox_median,1920.0,1280.0,image_root
rear,4,1772699910613281000,data\camera\rear_camera\1772699910613281000.jpg,3000001,3,motorcycle,0.517016,444.0,555.0,548.0,632.0,444.0,555.0,548.0,632.0,tentative,8,MOTOR,preprocessed/masks/rear_camera/masks/frame_000004_gt2d_008_track_-1_MOTOR.png,0.841590940952301,496.0,593.5,28.47591781616211,30.104219436645508,4.4105682373046875,1.003959059715271,-6.789351167853741,-0.6388542083577999,28.47591781616211,da3_bbox_median,1920.0,1280.0,image_root
